chunk_id,course_code,title,section,chunk_index,text,source_file
158,COSC 4F00,.,COMPUTER SCIENCE COURSES,1,Course: COSC 4F00 - . Section: COMPUTER SCIENCE COURSES,2024-2025-Undergraduate-Calendar-Computer-Science.html
159,COSC 4P02,Software Engineering 2,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P02 - Software Engineering 2 Section: COMPUTER SCIENCE COURSES Description: Application of software engineering. The development of a large-scale software engineering project in a competitive team setting, including creation of complete documentation for a working system. Restrictions: open to COSC (single or combined), BCB and CAST majors. Delivery: Lectures, Seminars, Project Consultation, 3 hours per week.",2024-2025-Undergraduate-Calendar-Computer-Science.html
160,COSC 4P01,(minimum 60 percent).,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P01 - (minimum 60 percent). Section: COMPUTER SCIENCE COURSES Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previous assigned grade and credit obtained in",2024-2025-Undergraduate-Calendar-Computer-Science.html
161,COSC 4F00,.,COMPUTER SCIENCE COURSES,1,Course: COSC 4F00 - . Section: COMPUTER SCIENCE COURSES,2024-2025-Undergraduate-Calendar-Computer-Science.html
162,COSC 4P03,Advanced Algorithms,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P03 - Advanced Algorithms Section: COMPUTER SCIENCE COURSES Description: Classical and evolving problems and algorithms in Computer Science. Topics include classical design and analysis techniques, cryptography, combinatorics. Delivery: Lectures, seminar, 3 hours per week.",2024-2025-Undergraduate-Calendar-Computer-Science.html
163,COSC 3P03,(minimum 60 percent).,COMPUTER SCIENCE COURSES,1,"Course: COSC 3P03 - (minimum 60 percent). Section: COMPUTER SCIENCE COURSES Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Computer-Science.html
164,COSC 4P04,Graph Drawing and Information Visualization,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P04 - Graph Drawing and Information Visualization Section: COMPUTER SCIENCE COURSES Description: Different embeddings, models and representations of graphs and networks, including planar drawing, radial drawing, layered drawing. Algorithms and techniques for network visualization, planarity testing, optimization of graph features such as area or angular resolution. Practical application of network visualization in biology, cartography, data analytics. Delivery: Lectures, 3 hours per week.",2024-2025-Undergraduate-Calendar-Computer-Science.html
165,COSC 3P03,(minimum 60 percent).,COMPUTER SCIENCE COURSES,1,"Course: COSC 3P03 - (minimum 60 percent). Section: COMPUTER SCIENCE COURSES Notes: this course may be offered in multiple mods of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Computer-Science.html
166,COSC 4P13,Operating Systems: Design and Implementation,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P13 - Operating Systems: Design and Implementation Section: COMPUTER SCIENCE COURSES Description: Design and implementation of UNIX and other operating systems. Topics include process and thread management, interprocess communication, synchronization and scheduling, multiprocessing, device drivers, kernel memory management, distributed and advanced file systems and STREAMS (knowledge of C assumed). Delivery: Lectures, lab, 3 hours per week; lab, 2 hours per week.",2024-2025-Undergraduate-Calendar-Computer-Science.html
167,COSC 2P13,(minimum 60 percent).,COMPUTER SCIENCE COURSES,1,"Course: COSC 2P13 - (minimum 60 percent). Section: COMPUTER SCIENCE COURSES Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Computer-Science.html
168,COSC 4P14,Advanced Computer Networks,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P14 - Advanced Computer Networks Section: COMPUTER SCIENCE COURSES Description: Advanced topics in computer networking, including computer network security, wireless and high-speed networking, computer network management and performance evaluation. Delivery: Lectures, 3 hours per week; lab, 2 hours per week.",2024-2025-Undergraduate-Calendar-Computer-Science.html
169,COSC 2P13,(minimum 60 percent).,COMPUTER SCIENCE COURSES,1,"Course: COSC 2P13 - (minimum 60 percent). Section: COMPUTER SCIENCE COURSES Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Computer-Science.html
170,COSC 4P32,Advanced Database Systems,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P32 - Advanced Database Systems Section: COMPUTER SCIENCE COURSES Description: Design and implementation of database management systems ( DBMS ). Topics include: transaction management, crash recovery, query processing algorithms, query optimization, advanced indexing techniques, introductory topics on big data management, and parallel and distributed databases. Delivery: Lectures, 3 hours per week.",2024-2025-Undergraduate-Calendar-Computer-Science.html
171,COSC 3P32,(minimum 60 percent),COMPUTER SCIENCE COURSES,1,"Course: COSC 3P32 - (minimum 60 percent) Section: COMPUTER SCIENCE COURSES Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Computer-Science.html
172,COSC 4P41,Functional Programming,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P41 - Functional Programming Section: COMPUTER SCIENCE COURSES Description: Introduction to functional programming using the languages Haskell and SML. Topics include all data types, type inference, pattern-matching, recursion, polymorphism, higher-order functions, lazy vs eager evaluation, modules and monads. Prerequisites: three and one-half COSC credits. Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Delivery: Lectures, 3 hours per week; lab, 2 hours per week",2024-2025-Undergraduate-Calendar-Computer-Science.html
173,COSC 4P42,Formal Methods in Software Engineering,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P42 - Formal Methods in Software Engineering Section: COMPUTER SCIENCE COURSES Description: Specification and correctness of software. Topics include algebraic specifications, semantics of programming languages, Hoare/dynamic logic, specification languages, program transformation. Prerequisites: three and one-half COSC credits and MATH 1P67 . Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Delivery: Lectures, 3 hours per week; lab, 2 hours per week.",2024-2025-Undergraduate-Calendar-Computer-Science.html
174,COSC 4P50,Introduction to Cyber Security,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P50 - Introduction to Cyber Security Section: COMPUTER SCIENCE COURSES Description: Senior-level course focuses on offensive security and defensive science. Topics include: reconnaissance, scanning, enumeration, exploitation of computer systems and networks, firewalls, intrusion detections and prevention, access control list, encryption, etc. Prerequisites: three and one-half COSC credit. *COSC 4P61 Theory of Computation (also offered as MATH 4P61 ) Regular languages and finite state machines: deterministic and non-deterministic machines, Kleene's theorem, the pumping lemma, Myhill-Nerode Theorem and decidable questions. Context-free languages: generation by context-free grammars and acceptance by pushdown automata, pumping lemma, closure properties, decidability. Turing machines: recursively enumerable languages, universal Turing machines,",2024-2025-Undergraduate-Calendar-Computer-Science.html
175,COSC 4P50,Introduction to Cyber Security,COMPUTER SCIENCE COURSES,2,"halting problem and other undecidable questions. MATH 1P67 (minimum 60 percent) and three and one-half COSC credits. Restrictions: open to COSC (single or combined), BCB, CAST , CNET , GAMP and NEUR Neurocomputing stream majors. Notes: MATH students may take this course with permission of the Mathematics Department. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Delivery: Lecture, 3 hours per week. Lectures, 3 hours per week.",2024-2025-Undergraduate-Calendar-Computer-Science.html
176,COSC 4P78,Robotics,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P78 - Robotics Section: COMPUTER SCIENCE COURSES Description: Computer control aspects of robots focusing on behaviour-based robot control architectures. Topics include robot components and subsystems, sensors and perception, object location and manipulation, mobile robot navigation, task planning, control architectures, adaptive and social behaviour. Delivery: Lectures, 2 hours per week; lab, 2 hours per week.",2024-2025-Undergraduate-Calendar-Computer-Science.html
177,COSC 3P71,(minimum 60 percent).,COMPUTER SCIENCE COURSES,1,"Course: COSC 3P71 - (minimum 60 percent). Section: COMPUTER SCIENCE COURSES Notes: PHYS 1P91 and 1P92 are recommended. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Computer-Science.html
178,COSC 4P80,Artificial Neural Networks,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P80 - Artificial Neural Networks Section: COMPUTER SCIENCE COURSES Description: Practical problem solving using artificial neural networks. Supervised learning, single- and multilayer feed-forward networks and backpropagation and refinements; recurrent neural networks; Hopfield networks and Boltzmann machines. Unsupervised learning, competitive learning, Kohonen map and self-organizing feature maps. Delivery: Lectures, seminar, 3 hours per week.",2024-2025-Undergraduate-Calendar-Computer-Science.html
179,COSC 3P71,(minimum 60 percent).,COMPUTER SCIENCE COURSES,1,"Course: COSC 3P71 - (minimum 60 percent). Section: COMPUTER SCIENCE COURSES Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Computer-Science.html
180,COSC 4P81,AI Programming,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P81 - AI Programming Section: COMPUTER SCIENCE COURSES Description: Developing computer applications for AI problem solving. Topics in AI software systems, programming languages and paradigms, and their suitability in different problem domains. Languages relevant to AI programming. Delivery: Lectures, 3 hours per week.",2024-2025-Undergraduate-Calendar-Computer-Science.html
181,COSC 3P71,(minimum 60 percent).,COMPUTER SCIENCE COURSES,1,"Course: COSC 3P71 - (minimum 60 percent). Section: COMPUTER SCIENCE COURSES Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Computer-Science.html
182,COSC 4P82,Genetic Programming,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P82 - Genetic Programming Section: COMPUTER SCIENCE COURSES Description: Synthesis of computer programs using evolutionary computation. Different representations, including tree, linear, grammatical. Theoretical analyses, including the effects of operators, representations and fitness landscapes. Practical applications in problem solving, decision making, classification, computer vision and design. Delivery: Lectures, seminar, 3 hours per week.",2024-2025-Undergraduate-Calendar-Computer-Science.html
183,COSC 3P71,(minimum 60 percent).,COMPUTER SCIENCE COURSES,1,"Course: COSC 3P71 - (minimum 60 percent). Section: COMPUTER SCIENCE COURSES Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Computer-Science.html
184,COSC 4P83,Reinforcement Learning,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P83 - Reinforcement Learning Section: COMPUTER SCIENCE COURSES Description: Multi-armed bandits, Markov decision processes, model-based and model-free methods (such as dynamic programming, Monte Carlo methods, and temporal-difference methods) for learning value and policy functions. Approximation solutions including deep reinforcement learning. Restrictions: open to COSC single or combined, GAME , NEUR , and Data Science programs. Delivery: Lectures, 3 hours per week.",2024-2025-Undergraduate-Calendar-Computer-Science.html
185,COSC 3P71,(minimum 60 percent).,COMPUTER SCIENCE COURSES,1,"Course: COSC 3P71 - (minimum 60 percent). Section: COMPUTER SCIENCE COURSES Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Computer-Science.html
186,COSC 4P84,Natural Language Processing,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P84 - Natural Language Processing Section: COMPUTER SCIENCE COURSES Description: Introduction to the computational modelling of natural language, including techniques and algorithms, formalisms, and applications. Fundamental topics covered include computational morphology, semantics, syntactic parsing, language modelling, summarization, machine translation, coreference resolution, and contemporary machine learning techniques. Prerequisites: MATH 1P67 (minimum 60 percent), STAT 1P98 , Delivery: Lectures, seminar, 3 hours per week.",2024-2025-Undergraduate-Calendar-Computer-Science.html
187,COSC 3P71,.,COMPUTER SCIENCE COURSES,1,"Course: COSC 3P71 - . Section: COMPUTER SCIENCE COURSES Notes: this course may be offered in multiple mods of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Computer-Science.html
188,COSC 4P96,Topics in Computational Intelligence,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P96 - Topics in Computational Intelligence Section: COMPUTER SCIENCE COURSES Description: Current methods their practical applications. Emphasis on evolutionary computation, swarm intelligence, artificial immune systems, and neural networks. Applications include optimization, classification, games, swarm robotics, image processing, and network science. Survey and discussion of current literature. Delivery: Lectures, seminar, 3 hours per week.",2024-2025-Undergraduate-Calendar-Computer-Science.html
189,COSC 3P71,(minimum 70 percent).,COMPUTER SCIENCE COURSES,1,"Course: COSC 3P71 - (minimum 70 percent). Section: COMPUTER SCIENCE COURSES Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previous assigned grade and credit obtained in",2024-2025-Undergraduate-Calendar-Computer-Science.html
190,COSC 4V96,.,COMPUTER SCIENCE COURSES,1,Course: COSC 4V96 - . Section: COMPUTER SCIENCE COURSES,2024-2025-Undergraduate-Calendar-Computer-Science.html
191,COSC 4P98,Topics in Computer Media and Digital Audio,COMPUTER SCIENCE COURSES,1,"Course: COSC 4P98 - Topics in Computer Media and Digital Audio Section: COMPUTER SCIENCE COURSES Description: Fractals, digital audio fundamentals, Fourier analysis, MIDI , computer composition, music and sound processing and user interfaces. Programming assignments may use C, Java, Supercollider and Csound. Prerequisites: three and one-half COSC credits. Restrictions: open to COSC (single or combined), BCB, CAST , CNET , GAMP and NEUR Neurocomputing stream majors. Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. COSC 4V80-4V99 Computing Topics II Selected topics in computer science. Delivery: Lectures, 3 hours per week. Lectures, seminar, 3 hours per week.",2024-2025-Undergraduate-Calendar-Computer-Science.html
192,COSC 0N01,Co-op Work Placement I,CO-OP COURSES,1,Course: COSC 0N01 - Co-op Work Placement I Section: CO-OP COURSES Description: First co-op work placement (4 months) with an approved employer. Restrictions: open to COSC and BCB Co-op students.,2024-2025-Undergraduate-Calendar-Computer-Science.html
193,COSC 0N02,Co-op Work Placement II,CO-OP COURSES,1,Course: COSC 0N02 - Co-op Work Placement II Section: CO-OP COURSES Description: Second co-op work placement (4 months) with an approved employer. Restrictions: open to COSC and BCB Co-op students.,2024-2025-Undergraduate-Calendar-Computer-Science.html
194,COSC 0N03,Co-op Work Placement III,CO-OP COURSES,1,Course: COSC 0N03 - Co-op Work Placement III Section: CO-OP COURSES Description: Third co-op work placement (4 months) with an approved employer. Restrictions: open to COSC and BCB Co-op students.,2024-2025-Undergraduate-Calendar-Computer-Science.html
195,COSC 0N04,Co-op Work Placement IV,CO-OP COURSES,1,Course: COSC 0N04 - Co-op Work Placement IV Section: CO-OP COURSES Description: Optional co-op work placement (4 months) with an approved employer. Restrictions: open to COSC and BCB Co-op students.,2024-2025-Undergraduate-Calendar-Computer-Science.html
196,COSC 0N05,Co-op Work Placement V,CO-OP COURSES,1,Course: COSC 0N05 - Co-op Work Placement V Section: CO-OP COURSES Description: Optional co-op work placement (4 months) with an approved employer. Restrictions: open to COSC and BCB Co-op students.,2024-2025-Undergraduate-Calendar-Computer-Science.html
197,COSC 2C01,Co-op Reflective Learning and Integration I,CO-OP COURSES,1,"Course: COSC 2C01 - Co-op Reflective Learning and Integration I Section: CO-OP COURSES Description: Provides students with the opportunity to apply what they haveve learned in their academic studies through career-oriented work experiences at employer sites. Prerequisites: SCIE 0N90 . Restrictions: open to BCB, COSC and CNET Co-op students.",2024-2025-Undergraduate-Calendar-Computer-Science.html
198,COSC 0N01,.,CO-OP COURSES,1,"Course: COSC 0N01 - . Section: CO-OP COURSES Notes: students will be required to prepare learning objectives, participate in a site visit, write a work term report and receive a successful work term performance evaluation. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Computer-Science.html
199,COSC 2C02,Co-op Reflective Learning and Integration II,CO-OP COURSES,1,Course: COSC 2C02 - Co-op Reflective Learning and Integration II Section: CO-OP COURSES Description: Provides students with the opportunity to apply what they haveve learned in their academic studies through career-oriented work experiences at employer sites. Prerequisites: SCIE 0N90 . Restrictions: open to BCB and COSC Co-op students.,2024-2025-Undergraduate-Calendar-Computer-Science.html
200,COSC 0N02,.,CO-OP COURSES,1,"Course: COSC 0N02 - . Section: CO-OP COURSES Notes: students will be required to prepare learning objectives, participate in a site visit, write a work term report and receive a successful work term performance evaluation. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Computer-Science.html
201,COSC 2C03,Co-op Reflective Learning and Integration III,CO-OP COURSES,1,Course: COSC 2C03 - Co-op Reflective Learning and Integration III Section: CO-OP COURSES Description: Provides students with the opportunity to apply what they haveve learned in their academic studies through career-oriented work experiences at employer sites. Prerequisites: SCIE 0N90 . Restrictions: open to BCB and COSC Co-op students.,2024-2025-Undergraduate-Calendar-Computer-Science.html
202,COSC 0N03,.,CO-OP COURSES,1,"Course: COSC 0N03 - . Section: CO-OP COURSES Notes: students will be required to prepare learning objectives, participate in a site visit, write a work term report and receive a successful work term performance evaluation. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Computer-Science.html
203,COSC 2C04,Co-op Reflective Learning and Integration IV,CO-OP COURSES,1,Course: COSC 2C04 - Co-op Reflective Learning and Integration IV Section: CO-OP COURSES Description: Provides students with the opportunity to apply what they haveve learned in their academic studies through career-oriented work experiences at employer sites. Prerequisites: SCIE 0N90 . Restrictions: open to BCB and COSC Co-op students.,2024-2025-Undergraduate-Calendar-Computer-Science.html
204,COSC 0N04,.,CO-OP COURSES,1,"Course: COSC 0N04 - . Section: CO-OP COURSES Notes: students will be required to prepare learning objectives, participate in a site visit, write a work term report and receive a successful work term performance evaluation. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Computer-Science.html
205,COSC 2C05,Co-op Reflective Learning and Integration V,CO-OP COURSES,1,Course: COSC 2C05 - Co-op Reflective Learning and Integration V Section: CO-OP COURSES Description: Provides students with the opportunity to apply what they haveve learned in their academic studies through career-oriented work experiences at employer sites. Prerequisites: SCIE 0N90 . Restrictions: open to BCB and COSC Co-op students.,2024-2025-Undergraduate-Calendar-Computer-Science.html
206,COSC 0N05,.,CO-OP COURSES,1,"Course: COSC 0N05 - . Section: CO-OP COURSES Notes: students will be required to prepare learning objectives, participate in a site visit, write a work term report and receive a successful work term performance evaluation. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Last updated: June 24, 2024 @ 09:18AM",2024-2025-Undergraduate-Calendar-Computer-Science.html
